año,eleccion_tipo,recuento_tipo,padron_tipo,distrito_id,distrito_nombre,seccionprovincial_id,seccionprovincial_nombre,seccion_id,seccion_nombre,circuito_id,mesa_id,mesa_tipo,mesa_electores,cargo_nombre,votos_tipo,votos_cantidad,cargo_id,agrupacion_id,agrupacion_nombre
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,POSITIVO,128,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,POSITIVO,72,6,507,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,POSITIVO,13,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,POSITIVO,12,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,7,NATIVOS,349,DIPUTADOS PROVINCIALES,POSITIVO,11,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,BLANCOS,4,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,NULOS,2,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,RECURRIDOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,141,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,65,6,507,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,20,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,13,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,8,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,13,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,BLANCOS,5,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,NULOS,8,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,RECURRIDOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,129,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,65,6,507,FRENTE DE TODOS
