anio,nivel,circuito_id_crudo,circuito_id_canonico
2021,municipal,0505B,505B
2021,municipal,00508,508
2021,municipal,0508A,508A
2021,municipal,0508B,508B
2021,municipal,0508C,508C
2021,municipal,0508D,508D
2021,municipal,0508E,508E
2021,municipal,0508F,508F
2021,municipal,0508G,508G
2021,municipal,00509,509
2021,municipal,0509A,509A
2021,municipal,00516,516
2021,municipal,00517,517
2021,municipal,00518,518
2021,municipal,00519,519
2021,municipal,00520,520
2021,municipal,00521,521
2021,nacional,00460,460
2021,nacional,00461,461
2021,nacional,00462,462
2021,nacional,00463,463
2021,nacional,00464,464
2021,nacional,00465,465
2021,nacional,00466,466
2021,nacional,00467,467
2021,nacional,00468,468
2021,nacional,00469,469
2021,nacional,00471,471
2021,nacional,00472,472
2021,nacional,00473,473
2021,nacional,00474,474
2021,nacional,00475,475
2021,nacional,00476,476
2021,nacional,00477,477
2021,nacional,00480,480
2021,nacional,00481,481
2021,nacional,00482,482
2021,nacional,00483,483
2021,nacional,00484,484
2021,nacional,00485,485
2021,nacional,00486,486
2021,nacional,00487,487
2021,nacional,00488,488
2021,nacional,00493,493
2021,nacional,00495,495
2021,nacional,00496,496
2021,nacional,0496A,496A
2021,nacional,0496B,496B
2021,nacional,0496C,496C
2021,nacional,0496D,496D
2021,nacional,0496E,496E
2021,nacional,0496F,496F
2021,nacional,00497,497
2021,nacional,0497A,497A
2021,nacional,0497B,497B
2021,nacional,0497C,497C
2021,nacional,0497D,497D
2021,nacional,0497E,497E
2021,nacional,0497F,497F
2021,nacional,00498,498
2021,nacional,00501,501
2021,nacional,00502,502
2021,nacional,00503,503
2021,nacional,0503A,503A
2021,nacional,00504,504
2021,nacional,0504A,504A
2021,nacional,00505,505
2021,nacional,0505A,505A
2021,nacional,0505B,505B
2021,nacional,00508,508
2021,nacional,0508A,508A
2021,nacional,0508B,508B
2021,nacional,0508C,508C
2021,nacional,0508D,508D
2021,nacional,0508E,508E
2021,nacional,0508F,508F
2021,nacional,0508G,508G
2021,nacional,00509,509
2021,nacional,0509A,509A
2021,nacional,00516,516
2021,nacional,00517,517
2021,nacional,00518,518
2021,nacional,00519,519
2021,nacional,00520,520
2021,nacional,00521,521
2021,provincial,00460,460
2021,provincial,00461,461
2021,provincial,00462,462
2021,provincial,00463,463
2021,provincial,00464,464
2021,provincial,00465,465
2021,provincial,00466,466
2021,provincial,00467,467
2021,provincial,00468,468
2021,provincial,00469,469
2021,provincial,00471,471
2021,provincial,00472,472
2021,provincial,00473,473
2021,provincial,00474,474
2021,provincial,00475,475
2021,provincial,00476,476
2021,provincial,00477,477
2021,provincial,00480,480
2021,provincial,00481,481
2021,provincial,00482,482
2021,provincial,00483,483
2021,provincial,00484,484
2021,provincial,00485,485
2021,provincial,00486,486
2021,provincial,00487,487
2021,provincial,00488,488
2021,provincial,00493,493
2021,provincial,00495,495
2021,provincial,00496,496
2021,provincial,0496A,496A
2021,provincial,0496B,496B
2021,provincial,0496C,496C
2021,provincial,0496D,496D
2021,provincial,0496E,496E
2021,provincial,0496F,496F
2021,provincial,00497,497
2021,provincial,0497A,497A
2021,provincial,0497B,497B
2021,provincial,0497C,497C
2021,provincial,0497D,497D
2021,provincial,0497E,497E
2021,provincial,0497F,497F
2021,provincial,00498,498
2021,provincial,00501,501
2021,provincial,00502,502
2021,provincial,00503,503
2021,provincial,0503A,503A
2021,provincial,00504,504
2021,provincial,0504A,504A
2021,provincial,0504C,504C
2021,provincial,00505,505
2021,provincial,0505A,505A
2021,provincial,0505B,505B
2021,provincial,00508,508
2021,provincial,0508A,508A
2021,provincial,0508B,508B
2021,provincial,0508C,508C
2021,provincial,0508D,508D
2021,provincial,0508E,508E
2021,provincial,0508F,508F
2021,provincial,0508G,508G
2021,provincial,00509,509
2021,provincial,0509A,509A
2021,provincial,00516,516
2021,provincial,00517,517
2021,provincial,00518,518
2021,provincial,00519,519
2021,provincial,00520,520
2021,provincial,00521,521
2023,gobernador,00460,460
2023,gobernador,00461,461
2023,gobernador,00462,462
2023,gobernador,00463,463
2023,gobernador,00464,464
2023,gobernador,00465,465
2023,gobernador,00466,466
2023,gobernador,00467,467
2023,gobernador,00468,468
2023,gobernador,00469,469
2023,gobernador,00471,471
2023,gobernador,00472,472
2023,gobernador,00473,473
2023,gobernador,00474,474
2023,gobernador,00475,475
2023,gobernador,00476,476
2023,gobernador,00477,477
2023,gobernador,00480,480
2023,gobernador,00481,481
2023,gobernador,00482,482
2023,gobernador,00483,483
2023,gobernador,00484,484
2023,gobernador,00485,485
2023,gobernador,00486,486
2023,gobernador,00487,487
2023,gobernador,00488,488
2023,gobernador,00493,493
2023,gobernador,00495,495
2023,gobernador,00496,496
2023,gobernador,0496A,496A
2023,gobernador,0496B,496B
2023,gobernador,0496C,496C
2023,gobernador,0496D,496D
2023,gobernador,0496E,496E
2023,gobernador,0496F,496F
2023,gobernador,00497,497
2023,gobernador,0497A,497A
2023,gobernador,0497B,497B
2023,gobernador,0497C,497C
2023,gobernador,0497D,497D
2023,gobernador,0497E,497E
2023,gobernador,0497F,497F
2023,gobernador,00498,498
2023,gobernador,00501,501
2023,gobernador,00502,502
2023,gobernador,00503,503
2023,gobernador,0503A,503A
2023,gobernador,00504,504
2023,gobernador,0504A,504A
2023,gobernador,00505,505
2023,gobernador,0505A,505A
2023,gobernador,0505B,505B
2023,gobernador,00508,508
2023,gobernador,0508A,508A
2023,gobernador,0508B,508B
2023,gobernador,0508C,508C
2023,gobernador,0508D,508D
2023,gobernador,0508E,508E
2023,gobernador,0508F,508F
2023,gobernador,0508G,508G
2023,gobernador,00509,509
2023,gobernador,0509A,509A
2023,gobernador,00516,516
2023,gobernador,00517,517
2023,gobernador,00518,518
2023,gobernador,00519,519
2023,gobernador,00520,520
2023,gobernador,00521,521
2023,intendente,00460,460
2023,intendente,00461,461
2023,intendente,00462,462
2023,intendente,00463,463
2023,intendente,00464,464
2023,intendente,00465,465
2023,intendente,00466,466
2023,intendente,00467,467
2023,intendente,00468,468
2023,intendente,00469,469
2023,intendente,00471,471
2023,intendente,00472,472
2023,intendente,00473,473
2023,intendente,00474,474
2023,intendente,00475,475
2023,intendente,00476,476
2023,intendente,00477,477
2023,intendente,00480,480
2023,intendente,00481,481
2023,intendente,00482,482
2023,intendente,00483,483
2023,intendente,00484,484
2023,intendente,00485,485
2023,intendente,00486,486
2023,intendente,00487,487
2023,intendente,00488,488
2023,intendente,00493,493
2023,intendente,00495,495
2023,intendente,00496,496
2023,intendente,0496A,496A
2023,intendente,0496B,496B
2023,intendente,0496C,496C
2023,intendente,0496D,496D
2023,intendente,0496E,496E
2023,intendente,0496F,496F
2023,intendente,00497,497
2023,intendente,0497A,497A
2023,intendente,0497B,497B
2023,intendente,0497C,497C
2023,intendente,0497D,497D
2023,intendente,0497E,497E
2023,intendente,0497F,497F
2023,intendente,00498,498
2023,intendente,00501,501
2023,intendente,00502,502
2023,intendente,00503,503
2023,intendente,0503A,503A
2023,intendente,00504,504
2023,intendente,0504A,504A
2023,intendente,00505,505
2023,intendente,0505A,505A
2023,intendente,0505B,505B
2023,intendente,00508,508
2023,intendente,0508A,508A
2023,intendente,0508B,508B
2023,intendente,0508C,508C
2023,intendente,0508D,508D
2023,intendente,0508E,508E
2023,intendente,0508F,508F
2023,intendente,0508G,508G
2023,intendente,00509,509
2023,intendente,0509A,509A
2023,intendente,00516,516
2023,intendente,00517,517
2023,intendente,00518,518
2023,intendente,00519,519
2023,intendente,00520,520
2023,intendente,00521,521
2023,presidente,00460,460
2023,presidente,00461,461
2023,presidente,00462,462
2023,presidente,00463,463
2023,presidente,00464,464
2023,presidente,00465,465
2023,presidente,00466,466
2023,presidente,00467,467
2023,presidente,00468,468
2023,presidente,00469,469
2023,presidente,00471,471
2023,presidente,00472,472
2023,presidente,00473,473
2023,presidente,00474,474
2023,presidente,00475,475
2023,presidente,00476,476
2023,presidente,00477,477
2023,presidente,00480,480
2023,presidente,00481,481
2023,presidente,00482,482
2023,presidente,00483,483
2023,presidente,00484,484
2023,presidente,00485,485
2023,presidente,00486,486
2023,presidente,00487,487
2023,presidente,00488,488
2023,presidente,00493,493
2023,presidente,00495,495
2023,presidente,00496,496
2023,presidente,0496A,496A
2023,presidente,0496B,496B
2023,presidente,0496C,496C
2023,presidente,0496D,496D
2023,presidente,0496E,496E
2023,presidente,0496F,496F
2023,presidente,00497,497
2023,presidente,0497A,497A
2023,presidente,0497B,497B
2023,presidente,0497C,497C
2023,presidente,0497D,497D
2023,presidente,0497E,497E
2023,presidente,0497F,497F
2023,presidente,00498,498
2023,presidente,00501,501
2023,presidente,00502,502
2023,presidente,00503,503
2023,presidente,0503A,503A
2023,presidente,00504,504
2023,presidente,0504A,504A
2023,presidente,00505,505
2023,presidente,0505A,505A
2023,presidente,0505B,505B
2023,presidente,00508,508
2023,presidente,0508A,508A
2023,presidente,0508B,508B
2023,presidente,0508C,508C
2023,presidente,0508D,508D
2023,presidente,0508E,508E
2023,presidente,0508F,508F
2023,presidente,0508G,508G
2023,presidente,00509,509
2023,presidente,0509A,509A
2023,presidente,00516,516
2023,presidente,00517,517
2023,presidente,00518,518
2023,presidente,00519,519
2023,presidente,00520,520
2023,presidente,00521,521
2025,nacional,460,460
2025,nacional,461,461
2025,nacional,462,462
2025,nacional,463,463
2025,nacional,464,464
2025,nacional,465,465
2025,nacional,466,466
2025,nacional,467,467
2025,nacional,468,468
2025,nacional,469,469
2025,nacional,471,471
2025,nacional,472,472
2025,nacional,473,473
2025,nacional,474,474
2025,nacional,475,475
2025,nacional,476,476
2025,nacional,477,477
2025,nacional,480,480
2025,nacional,481,481
2025,nacional,482,482
2025,nacional,483,483
2025,nacional,484,484
2025,nacional,485,485
2025,nacional,486,486
2025,nacional,487,487
2025,nacional,488,488
2025,nacional,493,493
2025,nacional,495,495
2025,nacional,496,496
2025,nacional,0496A,496A
2025,nacional,0496B,496B
2025,nacional,0496C,496C
2025,nacional,0496D,496D
2025,nacional,0496E,496E
2025,nacional,0496F,496F
2025,nacional,497,497
2025,nacional,0497A,497A
2025,nacional,0497B,497B
2025,nacional,0497C,497C
2025,nacional,0497D,497D
2025,nacional,0497E,497E
2025,nacional,0497F,497F
2025,nacional,498,498
2025,nacional,501,501
2025,nacional,502,502
2025,nacional,503,503
2025,nacional,0503A,503A
2025,nacional,504,504
2025,nacional,0504A,504A
2025,nacional,505,505
2025,nacional,0505A,505A
2025,nacional,0505B,505B
2025,nacional,508,508
2025,nacional,0508A,508A
2025,nacional,0508B,508B
2025,nacional,0508C,508C
2025,nacional,0508D,508D
2025,nacional,0508E,508E
2025,nacional,0508F,508F
2025,nacional,0508G,508G
2025,nacional,509,509
2025,nacional,0509A,509A
2025,nacional,516,516
2025,nacional,517,517
2025,nacional,518,518
2025,nacional,519,519
2025,nacional,520,520
2025,nacional,521,521
