id_transicion,nivel,anio_t,anio_t_menos_2,orden,tipo_fila,fecha_inicio,fecha_fin,n_meses,periodo_intervenido,gana_oficialismo,share_oficialismo,agrupacion_oficialismo,desocupacion,emae,icc,icg,ipc,reservas,resultado_fiscal,salario_real,tc_oficial
municipal_2013_2017,municipal,2017,2013,8,trimestre,2015-08-01,2015-10-01,3,True,,,,0.059,146.46442235895975,56.12057766666667,1.8678990602493286,,31762.825448028674,,,9.421333333333333
municipal_2013_2017,municipal,2017,2013,9,trimestre,2015-11-01,2016-01-01,3,True,,,,,140.9547168445902,56.417628,2.2280908823013306,,25658.90573476702,,,12.229333333333335
municipal_2013_2017,municipal,2017,2013,10,trimestre,2016-02-01,2016-04-01,3,False,,,,0.093,145.85697654731658,45.64581533333333,2.8715277512868247,,29745.51484365344,,,14.916666666666666
municipal_2013_2017,municipal,2017,2013,11,trimestre,2016-05-01,2016-07-01,3,False,,,,0.09033333333333333,153.63560143656807,43.611326999999996,2.651784578959147,,32098.96487455197,,,14.680333333333332
municipal_2013_2017,municipal,2017,2013,12,trimestre,2016-08-01,2016-10-01,3,False,,,,0.082,142.2729011298356,43.97888966666667,2.568150440851847,,33152.62616487455,,,15.13
municipal_2013_2017,municipal,2017,2013,13,trimestre,2016-11-01,2017-01-01,3,False,,,,0.08133333333333333,141.38704176140382,44.29366066666666,2.490325689315796,-39.1117837449053,38904.21720430107,-31225.83955696612,20704.87879236193,15.885
municipal_2013_2017,municipal,2017,2013,14,trimestre,2017-02-01,2017-04-01,3,False,,,,0.09033333333333333,145.5752732344558,42.607290222222225,2.4252951939900718,7.265575242233435,50107.91233998976,-25608.162437534924,20833.597542371088,15.423333333333334
municipal_2013_2017,municipal,2017,2013,15,trimestre,2017-05-01,2017-07-01,3,False,,,,0.08566666666666667,159.91031502091337,43.426430333333336,2.3484925429026284,4.421993141023828,47004.943879428705,-35417.64686851373,21114.02979106158,16.780333333333335
municipal_2013_2017,municipal,2017,2013,16,trimestre,2017-08-01,2017-10-01,3,False,,,,0.07933333333333333,148.34261736586984,49.918902,2.7381502787272134,4.893079240533926,50294.40071684588,-29559.31139263372,21480.029597274723,17.433333333333334
municipal_2013_2017,municipal,2017,2013,17,eleccion_t,2017-10-22,2017-10-22,,,True,48.10592155759706,CAMBIEMOS BUENOS AIRES,,,,,,,,,
municipal_2015_2019,municipal,2019,2015,0,eleccion_t_menos_2,2015-10-25,2015-10-25,,,False,28.42568977509854,ALIANZA FRENTE PARA LA VICTORIA,,,,,,,,,
municipal_2015_2019,municipal,2019,2015,1,trimestre,2015-11-01,2016-01-01,3,True,,,,,140.9547168445902,56.417628,2.2280908823013306,,25658.90573476702,,,12.229333333333335
municipal_2015_2019,municipal,2019,2015,2,trimestre,2016-02-01,2016-04-01,3,False,,,,0.093,145.85697654731658,45.64581533333333,2.8715277512868247,,29745.51484365344,,,14.916666666666666
municipal_2015_2019,municipal,2019,2015,3,trimestre,2016-05-01,2016-07-01,3,False,,,,0.09033333333333333,153.63560143656807,43.611326999999996,2.651784578959147,,32098.96487455197,,,14.680333333333332
municipal_2015_2019,municipal,2019,2015,4,trimestre,2016-08-01,2016-10-01,3,False,,,,0.082,142.2729011298356,43.97888966666667,2.568150440851847,,33152.62616487455,,,15.13
municipal_2015_2019,municipal,2019,2015,5,trimestre,2016-11-01,2017-01-01,3,False,,,,0.08133333333333333,141.38704176140382,44.29366066666666,2.490325689315796,-39.1117837449053,38904.21720430107,-31225.83955696612,20704.87879236193,15.885
municipal_2015_2019,municipal,2019,2015,6,trimestre,2017-02-01,2017-04-01,3,False,,,,0.09033333333333333,145.5752732344558,42.607290222222225,2.4252951939900718,7.265575242233435,50107.91233998976,-25608.162437534924,20833.597542371088,15.423333333333334
municipal_2015_2019,municipal,2019,2015,7,trimestre,2017-05-01,2017-07-01,3,False,,,,0.08566666666666667,159.91031502091337,43.426430333333336,2.3484925429026284,4.421993141023828,47004.943879428705,-35417.64686851373,21114.02979106158,16.780333333333335
municipal_2015_2019,municipal,2019,2015,8,trimestre,2017-08-01,2017-10-01,3,False,,,,0.07933333333333333,148.34261736586984,49.918902,2.7381502787272134,4.893079240533926,50294.40071684588,-29559.31139263372,21480.029597274723,17.433333333333334
municipal_2015_2019,municipal,2019,2015,9,trimestre,2017-11-01,2018-01-01,3,False,,,,0.07833333333333332,147.15011345580788,46.490158,2.5361838340759277,6.397755226521706,56733.36917562724,-46691.734653105465,21305.901195409326,18.53333333333333
municipal_2015_2019,municipal,2019,2015,10,trimestre,2018-02-01,2018-04-01,3,False,,,,0.09266666666666667,148.73330129045686,42.57396433333333,2.2356061935424805,7.687691896995563,61606.450325140795,-23781.09910958273,21096.9688573274,20.264666666666667
municipal_2015_2019,municipal,2019,2015,11,trimestre,2018-05-01,2018-07-01,3,False,,,,0.09400000000000001,152.21866001379217,36.098866666666666,1.9981150229771931,9.173886591123148,55819.626523297484,-25837.507600689136,20580.74179304019,27.073333333333334
municipal_2015_2019,municipal,2019,2015,12,trimestre,2018-08-01,2018-10-01,3,False,,,,0.09033333333333333,142.4519352457851,34.199211,1.8189602692921956,16.64518816905407,51721.50189964157,-20199.560491048494,19362.88958976531,38.01666666666667
municipal_2015_2019,municipal,2019,2015,13,trimestre,2018-11-01,2019-01-01,3,False,,,,0.09433333333333334,137.12675438369595,33.72941333333333,1.7734636863072712,8.879150006919412,58593.529534050176,-36493.14169276256,18688.54569942383,37.59
municipal_2015_2019,municipal,2019,2015,14,trimestre,2019-02-01,2019-04-01,3,False,,,,0.10266666666666667,142.38245499066952,35.081910666666666,1.6408089399337769,12.31450297215182,69207.01518945211,-11530.824365811932,18724.156239282904,42.214999999999996
municipal_2015_2019,municipal,2019,2015,15,trimestre,2019-05-01,2019-07-01,3,False,,,,0.103,153.92390015237402,40.40775933333333,1.8205705881118774,8.23365332732946,66078.3135125448,-3695.5869486907645,18617.37408867602,43.69333333333333
municipal_2015_2019,municipal,2019,2015,16,trimestre,2019-08-01,2019-10-01,3,False,,,,0.09433333333333334,139.26444592593023,42.576177,2.0418601433436074,13.69757998038994,53090.930501792114,-6721.598439624841,18194.292904997325,58.925000000000004
municipal_2015_2019,municipal,2019,2015,17,eleccion_t,2019-10-27,2019-10-27,,,True,48.72403828359661,CAMBIEMOS BUENOS AIRES,,,,,,,,,
municipal_2017_2021,municipal,2021,2017,0,eleccion_t_menos_2,2017-10-22,2017-10-22,,,True,48.10592155759706,CAMBIEMOS BUENOS AIRES,,,,,,,,,
municipal_2017_2021,municipal,2021,2017,1,trimestre,2017-11-01,2018-02-01,4,False,,,,0.08149999999999999,145.0670951797703,45.8232735,2.4821333289146423,8.971553243828367,58125.093846006144,-40532.96131201737,21253.932549609493,18.9275
municipal_2017_2021,municipal,2021,2017,2,trimestre,2018-03-01,2018-05-01,3,False,,,,0.09433333333333334,155.64951863254328,39.988803999999995,2.1082694133122764,7.326354022663284,58842.649211469536,-20760.950913295146,21070.272049430314,21.881333333333334
municipal_2017_2021,municipal,2021,2017,3,trimestre,2018-06-01,2018-08-01,3,False,,,,0.09200000000000001,147.95174923253316,36.15966133333333,2.0002442995707193,11.11410401800137,56453.30609318995,-27701.932031484394,20232.418537237292,31.036666666666665
municipal_2017_2021,municipal,2021,2017,4,trimestre,2018-09-01,2018-11-01,3,False,,,,0.09066666666666667,140.39408434285042,32.81521466666667,1.7599660952885945,15.818737693693375,50628.649713261635,-23308.836656983523,18964.79496817186,38.306666666666665
municipal_2017_2021,municipal,2021,2017,5,trimestre,2018-12-01,2019-02-01,3,False,,,,0.09766666666666668,134.3519148128296,35.043557666666665,1.7821688254674275,9.525392064520588,63377.76278801842,-29806.95911961804,18652.39210352371,38.06666666666667
municipal_2017_2021,municipal,2021,2017,6,trimestre,2019-03-01,2019-05-01,3,False,,,,0.10433333333333333,153.00505847839744,35.22608833333333,1.5829112927118938,11.597961068380647,69445.98896057346,-7113.735267459149,18711.563710646355,44.085
municipal_2017_2021,municipal,2021,2017,7,trimestre,2019-06-01,2019-08-01,3,False,,,,0.09999999999999999,146.30431202068067,42.20453766666666,2.0144505500793457,9.126329706684588,64286.315663082445,-5694.97801114557,18540.587329875634,48.60999999999999
municipal_2017_2021,municipal,2021,2017,8,trimestre,2019-09-01,2019-11-01,3,False,,,,0.09166666666666667,138.0960775887606,42.40674466666667,1.9675170183181763,14.026302159738613,46811.99021505376,-10391.841315165939,17988.619006523488,59.06833333333333
municipal_2017_2021,municipal,2021,2017,9,trimestre,2019-12-01,2020-02-01,3,False,,,,0.09899999999999999,132.8766264546019,42.70591733333333,2.1869348684946694,8.217021123961343,44762.1510567297,-25282.200929073195,18290.59789819949,60.81666666666666
municipal_2017_2021,municipal,2021,2017,10,trimestre,2020-03-01,2020-05-01,3,False,,,,0.122,124.17855479446912,39.641108,2.8661766052246094,6.5082559374429305,43693.89322580645,-67636.0181114323,18365.824540601865,66.61633333333333
municipal_2017_2021,municipal,2021,2017,11,trimestre,2020-06-01,2020-08-01,3,False,,,,0.12166666666666666,128.38984949870945,39.65555066666667,2.5592265923817954,7.035213698446552,43172.098458781365,-54120.00901946664,18190.139673113066,72.32
municipal_2017_2021,municipal,2021,2017,12,trimestre,2020-09-01,2020-11-01,3,False,,,,0.11205288142618135,130.1964110802925,40.001765,2.0817307233810425,10.074638821443571,40751.3341218638,-33890.864727843764,17846.44351562629,78.60333333333334
municipal_2017_2021,municipal,2021,2017,13,trimestre,2020-12-01,2021-02-01,3,False,,,,0.10452644071309065,130.53838998676312,38.42884466666667,1.8485209544499714,12.085134780744289,39295.31701228879,-31805.694123240784,17224.814258362418,87.10000000000001
municipal_2017_2021,municipal,2021,2017,14,trimestre,2021-03-01,2021-05-01,3,False,,,,0.09800602224046073,148.135688820385,36.321598,1.8163034518559773,12.71234635736349,40274.320609318995,-9457.749552171686,17506.058359429186,93.37333333333333
municipal_2017_2021,municipal,2021,2017,15,trimestre,2021-06-01,2021-08-01,3,False,,,,0.08666967778689698,144.12682363218266,37.420748333333336,1.7189252376556396,8.889903461517946,42854.21035842295,-31476.49886997072,17632.6672450317,96.71666666666665
municipal_2017_2021,municipal,2021,2017,16,trimestre,2021-09-01,2021-11-01,3,False,,,,0.07399999999999997,141.5209084696172,40.140670666666665,1.5335700114568074,9.899054495525217,43437.40100358424,-9769.342431702464,17859.407913003237,99.80666666666666
municipal_2017_2021,municipal,2021,2017,17,eleccion_t,2021-11-14,2021-11-14,,,True,46.07465320167037,JUNTOS POR EL CAMBIO,,,,,,,,,
municipal_2019_2023,municipal,2023,2019,0,eleccion_t_menos_2,2019-10-27,2019-10-27,,,True,48.72403828359661,CAMBIEMOS BUENOS AIRES,,,,,,,,,
municipal_2019_2023,municipal,2023,2019,1,trimestre,2019-11-01,2020-01-01,3,False,,,,0.09399999999999999,135.80935676217962,42.245765666666664,2.089657704035441,10.5941974181323,44347.79412186381,-24371.229509778062,17861.95116353614,60.06
municipal_2019_2023,municipal,2023,2019,2,trimestre,2020-02-01,2020-04-01,3,False,,,,0.11299999999999999,123.49324464421882,41.08062733333333,2.6223416328430176,7.002176103983748,44242.9281535039,-45127.96764728397,18683.20179753268,64.50633333333333
municipal_2019_2023,municipal,2023,2019,3,trimestre,2020-05-01,2020-07-01,3,False,,,,0.12633333333333333,130.33840797787698,38.689669333333335,2.7671894232432046,5.828985345553361,43149.37372759857,-71466.31812791496,18220.283891056562,70.44
municipal_2019_2023,municipal,2023,2019,4,trimestre,2020-08-01,2020-10-01,3,False,,,,0.11452644071309066,127.90149058257579,40.15143066666666,2.2012354930241904,9.584236995942131,42080.6853046595,-36536.70505826426,17964.814047140168,76.22666666666667
municipal_2019_2023,municipal,2023,2019,5,trimestre,2020-11-01,2021-01-01,3,False,,,,0.10705288142618134,132.48151941497395,39.46181133333334,1.9161137342453003,11.63611440900636,39224.310107526886,-36255.319186853725,17321.225568962884,84.26333333333334
municipal_2019_2023,municipal,2023,2019,6,trimestre,2021-02-01,2021-04-01,3,False,,,,0.10000301112023036,139.82567036359035,37.098635333333334,1.777806321779887,12.986868725360035,39697.77955709166,-11309.625051864683,17507.415047004644,91.79333333333334
municipal_2019_2023,municipal,2023,2019,7,trimestre,2021-05-01,2021-07-01,3,False,,,,0.09133935557379402,147.52495083583963,35.97791166666667,1.7779012123743694,9.79794348201688,42120.90605734767,-22258.56831086778,17525.988021691428,95.65666666666668
municipal_2019_2023,municipal,2023,2019,8,trimestre,2021-08-01,2021-10-01,3,False,,,,0.07799999999999994,140.59526283924677,40.16471066666667,1.634084701538086,9.83369360329589,43718.42659498209,-8601.964917207875,17781.723039439996,98.73333333333333
municipal_2019_2023,municipal,2023,2019,9,trimestre,2021-11-01,2022-01-01,3,False,,,,0.07,143.53990584976816,39.19886533333334,1.4734053214391072,10.592871026953631,40670.573333333334,-45395.55649820049,17763.548902938852,102.89999999999999
municipal_2019_2023,municipal,2023,2019,10,trimestre,2022-02-01,2022-04-01,3,False,,,,0.06966666666666667,149.81401883092408,37.35457066666667,1.4767930507659912,18.49625399793102,39591.64375832052,-28289.995095179256,17862.52579608261,111.25666666666666
municipal_2019_2023,municipal,2023,2019,11,trimestre,2022-05-01,2022-07-01,3,False,,,,0.06966666666666667,159.52986161039135,36.712551,1.2738395929336548,18.805076966702504,40911.54093189963,-31635.9482128216,17675.289859554567,125.56666666666668
municipal_2019_2023,municipal,2023,2019,12,trimestre,2022-08-01,2022-10-01,3,False,,,,0.06827267971961536,149.06482826099128,36.62844966666666,1.2364622354507446,20.77401994221384,37674.125770609324,-17541.486657451434,17045.668963640357,147.65333333333334
municipal_2019_2023,municipal,2023,2019,13,trimestre,2022-11-01,2023-01-01,3,False,,,,0.0647937845645218,145.7486415875638,36.524099666666665,1.2383135954538982,16.940991886894817,40582.04426523297,-31750.02001906696,16979.606413297268,177.14666666666668
municipal_2019_2023,municipal,2023,2019,14,trimestre,2023-02-01,2023-04-01,3,False,,,,0.06649685025058213,147.46366776116724,37.151119,1.1401749054590862,24.458922391828942,38321.402764976956,-25796.256426905253,17334.660285895192,209.61333333333334
municipal_2019_2023,municipal,2023,2019,15,trimestre,2023-05-01,2023-07-01,3,False,,,,0.0604200995698082,152.20315190979832,41.221264999999995,1.1358386675516765,21.43106796907619,30532.174193548388,-31732.21702077631,17638.347920644403,257.15000000000003
municipal_2019_2023,municipal,2023,2019,16,trimestre,2023-08-01,2023-10-01,3,False,,,,0.057173532472949734,149.28279067376533,44.18633500000001,1.179225007692973,37.30241697329903,25961.955913978498,-19497.468270558253,16674.09870856934,349.98336666666665
municipal_2019_2023,municipal,2023,2019,17,eleccion_t,2023-10-22,2023-10-22,,,False,38.13533493518184,JUNTOS POR EL CAMBIO,,,,,,,,,
municipal_2021_2025,municipal,2025,2021,0,eleccion_t_menos_2,2021-11-14,2021-11-14,,,True,46.07465320167037,JUNTOS POR EL CAMBIO,,,,,,,,,
municipal_2021_2025,municipal,2025,2021,1,trimestre,2021-12-01,2022-03-01,4,False,,,,0.07,144.66205106243603,38.562212,1.4861772656440735,20.526729021547506,38827.95115207372,-39265.35454966844,17758.69422333163,106.55
municipal_2021_2025,municipal,2025,2021,2,trimestre,2022-04-01,2022-06-01,3,False,,,,0.069,161.268629856248,37.03775233333334,1.3857178688049316,17.30198329548147,41803.55734767025,-36819.076636608625,17821.707195955674,120.24666666666667
municipal_2021_2025,municipal,2025,2021,3,trimestre,2022-07-01,2022-09-01,3,False,,,,0.071,151.02849201906815,36.326594,1.1746713320414226,21.976505741665054,38208.43222222222,-16516.96590716282,17217.054289651136,139.10666666666665
municipal_2021_2025,municipal,2025,2021,4,trimestre,2022-10-01,2022-12-01,3,False,,,,0.0628180391588461,146.92189914306286,35.56742066666666,1.24761958916982,17.293351153242263,39093.206630824374,-30329.522587999938,17046.329137377816,167.11666666666667
municipal_2021_2025,municipal,2025,2021,5,trimestre,2023-01-01,2023-03-01,3,False,,,,0.0687452753758732,145.12203330954216,37.63,1.1949464082717896,21.732356473167556,40331.259754224266,-23664.210413174955,17054.215077661687,197.72
municipal_2021_2025,municipal,2025,2021,6,trimestre,2023-04-01,2023-06-01,3,False,,,,0.062,152.15528569731566,39.060763666666666,1.1130383014678955,23.78083467658818,34208.433333333334,-32265.595014634015,17545.773884617225,239.62666666666667
municipal_2021_2025,municipal,2025,2021,7,trimestre,2023-07-01,2023-09-01,3,False,,,,0.0572602987094246,150.17922815994237,43.670600666666665,1.1690311431884766,34.82151939197882,26253.85913978495,-20562.969110722017,17014.907727153983,325.0667
municipal_2021_2025,municipal,2025,2021,8,trimestre,2023-10-01,2023-12-01,3,False,,,,0.057,144.40759753971076,44.14276366666667,1.8579395612080891,53.28886737359952,22867.55985663082,-35036.61903228054,15478.848052997795,506.3167
municipal_2021_2025,municipal,2025,2021,9,trimestre,2024-01-01,2024-03-01,3,False,,,,0.077,137.74452695566987,36.10585366666667,2.5817583401997886,51.621893085804935,26368.249907304413,21673.301747568566,13010.843717733436,842.2001
municipal_2021_2025,municipal,2025,2021,10,trimestre,2024-04-01,2024-06-01,3,False,,,,0.0756441257608806,150.4610401678626,37.56605133333333,2.4746205806732178,18.566443004936506,29092.683154121867,9815.801079303883,14409.350335368328,894.6667000000001
municipal_2021_2025,municipal,2025,2021,11,trimestre,2024-07-01,2024-09-01,3,False,,,,0.069,147.24321666576773,39.852001,2.3564321994781494,12.1310175386504,27760.750896057347,8515.488385524264,15049.107221123997,952.3333333333334
municipal_2021_2025,municipal,2025,2021,12,trimestre,2024-10-01,2024-12-01,3,False,,,,0.064,148.32009548265833,44.489914999999996,2.5811261336008706,8.02788492685469,30244.156630824375,-2223.5074464987338,15682.251148578986,1011.8333333333334
municipal_2021_2025,municipal,2025,2021,13,trimestre,2025-01-01,2025-03-01,3,False,,,,0.079,146.17046254240904,46.251625,2.527551253636678,8.569114339958727,28907.30721966206,15385.1455432575,16098.183953483984,1064.0833333333333
municipal_2021_2025,municipal,2025,2021,14,trimestre,2025-04-01,2025-06-01,3,False,,,,0.0757623890941418,160.267615463209,45.02299,2.3713761965433755,6.012609986563655,36795.341218637994,9079.180714618424,16436.49592076176,1187.6666666666667
municipal_2021_2025,municipal,2025,2021,15,trimestre,2025-07-01,2025-09-01,3,False,,,,0.066,151.95052122912122,42.043865333333336,2.1705534855524697,5.968268709943048,40671.36989247312,8813.718142033602,16641.158257769956,1359.6666666666667
municipal_2021_2025,municipal,2025,2021,16,eleccion_t,2025-09-07,2025-09-07,,,True,43.71304171729445,UNION POR LA PATRIA,,,,,,,,,
