id_transicion,nivel,anio_t,anio_t_menos_1,orden,tipo_fila,fecha_inicio,fecha_fin,n_meses,votantes_habilitados,votos_positivos,votos_blancos,votos_nulos,ausentismo,votos_blancos_y_nulos,participacion_pct,gana_oficialismo,share_oficialismo,agrupacion_oficialismo,n_fuerzas_viables,share_marginal_acumulado,share_oposicion_principal,share_otras_fuerzas_viables,dispersion_economico_mu,dispersion_economico_sigma2,dispersion_progresismo_mu,dispersion_progresismo_sigma2,dispersion_cobertura_share,resultado_disponible,desocupacion,emae,hacinamiento_medio,icc,icg,ipc,pct_hogares_ayuda_social_gobierno,pct_hogares_prestamo_bancario,pct_hogares_vendio_pertenencias,pct_sin_cobertura_salud,reservas,resultado_fiscal,salario_real,tasa_informalidad,tc_oficial
nacional_2011_2013,nacional,2013,2011,0,eleccion_t_menos_1,2011-10-23,2011-10-23,,455794,354798,12279,2565,85973,14844,81.09847869871038,True,43.294776182503846,ALIANZA FRENTE PARA LA VICTORIA,7,0.0,22.1855816549135,34.519642162582656,-1.11806078388266,0.6587681833187751,1.545437200886138,0.6236388080211076,100.0,True,,,,,,,,,,,,,,,
nacional_2011_2013,nacional,2013,2011,1,trimestre,2011-11-01,2012-01-01,3,,,,,,,,,,,,,,,,,,,,,0.06833333333333334,141.97246142384054,1.0576225964264232,55.53752766666667,2.7158005237579346,2.3626168224299082,0.053018769429044536,0.06117250493736206,0.03987178278012552,0.24571503491816238,46334.846594982075,-8359.455794943278,3899.0474404340293,0.2444180557601189,4.307333333333333
nacional_2011_2013,nacional,2013,2011,2,trimestre,2012-02-01,2012-04-01,3,,,,,,,,,,,,,,,,,,,,,0.07133333333333332,141.77394016808137,1.0666598149385165,48.89415366666666,2.213916301727295,2.5272076546636546,0.057652497162094835,0.050793579866302146,0.042758433653911354,0.24303173934398256,47147.26609813373,-2447.2657655345956,4118.049780032662,0.2543239021202916,4.384333333333333
nacional_2011_2013,nacional,2013,2011,3,trimestre,2012-05-01,2012-07-01,3,,,,,,,,,,,,,,,,,,,,,0.07333333333333332,151.10002835996744,1.0465835812170143,44.79893366666667,1.9868289629618328,2.343805656479292,0.0724701877572174,0.06428218630958844,0.04324039066080079,0.23482626339567378,46895.533691756274,-3989.914955284656,4388.367981091783,0.24527349774611942,4.527666666666667
nacional_2011_2013,nacional,2013,2011,4,trimestre,2012-08-01,2012-10-01,3,,,,,,,,,,,,,,,,,,,,,0.07366666666666667,145.1320321538084,1.054077884555645,42.817374,1.6987469991048176,2.6381734651259814,0.0629719784328593,0.08220542894457371,0.03374841379269634,0.22763487626560128,45182.29898989899,-6432.373803027829,4511.66287036345,0.26032350015489364,4.700333333333333
nacional_2011_2013,nacional,2013,2011,5,trimestre,2012-11-01,2013-01-01,3,,,,,,,,,,,,,,,,,,,,,0.07233333333333335,142.1585205897707,1.0877323686761697,45.334042000000004,1.7854159275690715,3.146829433706344,0.05392448688676643,0.06864953391031722,0.026343573539436515,0.21534261663562185,44134.27849462366,-11173.296805513928,4643.6684180804,0.26361678886551904,4.911333333333333
nacional_2011_2013,nacional,2013,2011,6,trimestre,2013-02-01,2013-04-01,3,,,,,,,,,,,,,,,,,,,,,0.07666666666666666,146.0469544912988,1.0989231884851476,46.19341133333333,1.834873119990031,1.9593661647708593,0.049078745149002116,0.07107930035898075,0.033643523121914536,0.21308973218836438,41136.33123399897,-4822.9602424298755,4855.052267022326,0.25376449499888737,5.118333333333333
nacional_2011_2013,nacional,2013,2011,7,trimestre,2013-05-01,2013-07-01,3,,,,,,,,,,,,,,,,,,,,,0.07066666666666667,158.3254482836766,1.079733369269446,44.540820999999994,1.6144299109776814,2.4698523247565607,0.05349460923291958,0.10306349919553615,0.032213095328052783,0.2202755014215025,38186.50501792115,-6330.573845634637,5091.813553059367,0.27077943531067117,5.392333333333333
nacional_2011_2013,nacional,2013,2011,8,trimestre,2013-08-01,2013-10-01,3,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,148.0400843715365,1.117267899444004,50.175792666666666,1.8522202173868816,2.5802391441158035,0.06206554806390935,0.06429976690957251,0.022258687181071986,0.2267242899435072,35611.40658194852,-17833.374992650508,5222.903456957951,0.2549889825786715,5.792333333333333
nacional_2011_2013,nacional,2013,2011,9,eleccion_t,2013-10-27,2013-10-27,,500621,380688,22248,4867,92576,27115,81.45942739118016,False,27.11511789181692,ALIANZA FRENTE PARA LA VICTORIA,5,1.2340814525280546,36.875866851595006,34.77493380406001,-0.5931747440091493,0.8762874139657149,1.108631772121599,0.8662119349898939,98.76591854747194,True,,,,,,,,,,,,,,,
nacional_2013_2015,nacional,2015,2013,0,eleccion_t_menos_1,2013-10-27,2013-10-27,,500621,380688,22248,4867,92576,27115,81.45942739118016,False,27.11511789181692,ALIANZA FRENTE PARA LA VICTORIA,5,1.2340814525280546,36.875866851595006,34.77493380406001,-0.5931747440091493,0.8762874139657149,1.108631772121599,0.8662119349898939,98.76591854747194,True,,,,,,,,,,,,,,,
