anio,nivel,id_agrupacion,agrupacion,votos,porcentaje
2023,provincial,20135,LA LIBERTAD AVANZA,88716,20.699116654767405
2023,provincial,20136,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,18514,4.319665514071461
2023,municipal,20134,UNION POR LA PATRIA,162268,38.33757421543681
2023,municipal,20132,JUNTOS POR EL CAMBIO,161412,38.13533493518184
2023,municipal,20135,LA LIBERTAD AVANZA,78189,18.472998929738388
2023,municipal,20136,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21392,5.054091919642962
2025,nacional,110,ALIANZA LA LIBERTAD AVANZA,173880,44.146433730840805
2025,nacional,248,ALIANZA FUERZA PATRIA,153163,38.88658977177807
2025,nacional,372,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21472,5.451531085050689
2025,nacional,259,ALIANZA PROVINCIAS UNIDAS,12296,3.1218343061560767
2025,nacional,258,PROPUESTA FEDERAL PARA EL CAMBIO,9361,2.376666472017488
2025,nacional,252,PARTIDO NUEVO BUENOS AIRES,4192,1.0643078571410436
2025,nacional,316,COALICIÓN CÍVICA - A.R.I.,4054,1.0292710049737097
2025,nacional,11,FRENTE PATRIOTA FEDERAL,3250,0.8251432575640248
2025,nacional,260,ALIANZA POTENCIA,3031,0.7695412965158643
2025,nacional,265,MOVIMIENTO POLÍTICO SOCIAL Y CULTURAL PROYECTO SUR,2243,0.5694757928357254
2025,nacional,263,MOVIMIENTO AVANZADA SOCIALISTA,1824,0.46309578516824035
2025,nacional,315,UNIÓN LIBERAL,1634,0.41485664087988194
2025,nacional,317,ALIANZA UNIÓN FEDERAL,1622,0.41180995808272247
2025,nacional,262,ALIANZA NUEVOS AIRES,1265,0.3211711448672281
2025,nacional,253,LIBER.AR,584,0.14827189612842784
2025,provincial,2200,ALIANZA FUERZA PATRIA,173952,44.15641777405475
2025,provincial,2206,ALIANZA LA LIBERTAD AVANZA,144143,36.58962545533006
2025,provincial,2203,FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21806,5.5352904593280785
2025,provincial,2204,ALIANZA SOMOS BUENOS AIRES,20724,5.260632829455888
2025,provincial,1006,PARTIDO LIBERTARIO,10115,2.5676173069844777
2025,provincial,2207,ALIANZA UNION Y LIBERTAD,5766,1.4636560941248145
2025,provincial,2205,ALIANZA NUEVOS AIRES,3365,0.8541801520516824
2025,provincial,2201,ALIANZA POTENCIA,3252,0.8254959448654
2025,provincial,2208,ALIANZA UNION LIBERAL,2573,0.6531368592062343
2025,provincial,0995,ORG. SOC. DE LOS TRABAJADORES DE LA PLATA,0,0.0
2025,provincial,1008,VALORES REPUBLICANOS,1850,0.46960870172232166
2025,provincial,0959,MOVIMIENTO AVANZADA SOCIALISTA,1315,0.33380294203505567
2025,provincial,2202,ALIANZA ES CON VOS ES CON NOSOTROS,1202,0.3051187348487733
2025,provincial,0974,PARTIDO POLITICA OBRERA,1059,0.26881925141834523
2025,provincial,1003,CONSTRUYENDO PORVENIR,831,0.21094315196283744
2025,provincial,0980,PARTIDO TIEMPO DE TODOS,736,0.18682811052304255
2025,provincial,0963,PARTIDO FRENTE PATRIOTA FEDERAL,1256,0.3188262320882357
2025,municipal,2200,ALIANZA FUERZA PATRIA,172684,43.71304171729445
2025,municipal,2206,ALIANZA LA LIBERTAD AVANZA,143670,36.36846901579587
2025,municipal,2203,FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,23160,5.8626974483596594
2025,municipal,2204,ALIANZA SOMOS BUENOS AIRES,20829,5.272630619684083
2025,municipal,1006,PARTIDO LIBERTARIO,10068,2.548602673147023
2025,municipal,2207,ALIANZA UNION Y LIBERTAD,5761,1.4583333333333333
2025,municipal,2205,ALIANZA NUEVOS AIRES,3333,0.8437120291616039
2025,municipal,2201,ALIANZA POTENCIA,3292,0.8333333333333334
2025,municipal,2208,ALIANZA UNION LIBERAL,2583,0.653857837181045
2025,municipal,0995,ORG. SOC. DE LOS TRABAJADORES DE LA PLATA,2578,0.6525921425678413
2025,municipal,1008,VALORES REPUBLICANOS,1904,0.481976508707979
2025,municipal,0959,MOVIMIENTO AVANZADA SOCIALISTA,1322,0.3346496557310652
2025,municipal,2202,ALIANZA ES CON VOS ES CON NOSOTROS,1237,0.31313284730660185
2025,municipal,0974,PARTIDO POLITICA OBRERA,1065,0.2695929526123937
2025,municipal,1003,CONSTRUYENDO PORVENIR,821,0.20782705548805183
2025,municipal,0980,PARTIDO TIEMPO DE TODOS,733,0.18555083029566627
2025,municipal,0963,PARTIDO FRENTE PATRIOTA FEDERAL,0,0.0
