fecha,icg,desocupacion,salario_real,tc_oficial,reservas,ipc,icc,resultado_fiscal,emae,tasa_informalidad,pct_sin_cobertura_salud,hacinamiento_medio,pct_hogares_ayuda_social_gobierno,pct_hogares_prestamo_bancario,pct_hogares_vendio_pertenencias
2003-07-01,3.2625839710235596,0.1614696649200896,5728.274226301679,2.92,12774.127011769311,16.042528058111216,53.8657334,13309.622973795775,,0.3999502770279869,0.3906036949481032,1.2134862114068483,0.0058075046667448215,0.04022418410871937,0.056226384467630376
2003-08-01,3.19529390335083,0.1614696649200896,5788.678802511011,2.956,13401.699312039253,16.26174179143721,54.7998839,13130.204792233973,,0.3999502770279869,0.3906036949481032,1.2134862114068483,0.0058075046667448215,0.04022418410871937,0.056226384467630376
2003-09-01,2.868730068206787,0.1614696649200896,5987.297204003127,2.915,12453.720851956186,16.233869254897478,50.3290726,13152.748531320409,,0.3999502770279869,0.3906036949481032,1.2134862114068483,0.0058075046667448215,0.04022418410871937,0.056226384467630376
2003-10-01,2.920985460281372,0.1444716694204933,6179.467498525824,2.865,13246.862766708393,16.320500111710157,50.3708927,8781.593641065334,,0.4395486984672003,0.394206829284987,1.2233906288724725,0.008732964272215923,0.0395740234331577,0.08929055781586963
2003-11-01,2.784733772277832,0.1444716694204933,6187.751927876966,2.99,13284.74882204064,16.489995266343655,49.3177277,8691.330572575627,,0.4395486984672003,0.394206829284987,1.2233906288724725,0.008732964272215923,0.0395740234331577,0.08929055781586963
2003-12-01,2.6527578830718994,0.1444716694204933,6203.311449911975,2.93,13819.940827908613,16.77700706152305,50.1809396,8542.644076767117,,0.4395486984672003,0.394206829284987,1.2233906288724725,0.008732964272215923,0.0395740234331577,0.08929055781586963
2004-01-01,2.985494613647461,0.1427692869526586,6369.4832531475495,2.928,14484.209117649532,16.720508676645217,57.72805731575964,17235.719652628548,92.62750602691052,0.38938337945432683,0.3630214558078652,1.2203415546361431,0.00694106783600166,0.044202468629139104,0.14905006401306134
2004-02-01,3.316433906555176,0.1427692869526586,6434.860215044678,2.923,15009.087325567703,16.95328202234189,59.83422397350993,16999.06835857557,90.1861793165596,0.38938337945432683,0.3630214558078652,1.2203415546361431,0.00694106783600166,0.044202468629139104,0.14905006401306134
2004-03-01,3.1413488388061523,0.1427692869526586,6474.499909377978,2.86,13506.765777186827,17.02710657858226,56.72358319213731,16925.365367860162,101.88329804238072,0.38938337945432683,0.3630214558078652,1.2203415546361431,0.00694106783600166,0.044202468629139104,0.14905006401306134
2004-04-01,2.6784818172454834,0.1465347815131445,6403.314105841723,2.84,15254.769426696332,17.16345601408743,49.95964569444444,45125.5271295185,102.5674302511826,0.4043016162505503,0.33328174978952496,1.1912360530098427,0.01226091441128327,0.08252124582371012,0.11890934367782587
2004-05-01,2.6355457305908203,0.1465347815131445,6261.843971022396,2.96,16252.05760692326,17.384176371010167,51.02462847222222,44552.585263203604,109.87750394051662,0.4043016162505503,0.33328174978952496,1.1912360530098427,0.01226091441128327,0.08252124582371012,0.11890934367782587
2004-06-01,2.6851682662963867,0.1465347815131445,6316.925788751738,2.958,17240.34099117973,17.423348584525463,50.82263809470544,44452.419478531265,105.66240620209852,0.4043016162505503,0.33328174978952496,1.1912360530098427,0.01226091441128327,0.08252124582371012,0.11890934367782587
2004-07-01,2.488281011581421,0.1313133934445161,6186.582860047849,2.98,17921.786124871574,17.58305068578014,49.09165402777778,27748.882075087524,101.1069972900212,0.39684778423372946,0.3459115843637724,1.2152940536660604,0.010253142559230724,0.08231923322000366,0.07353655439156222
2004-08-01,2.0716702938079834,0.1313133934445161,6024.98623399563,2.997,18061.99071759024,18.00867185185982,46.676826898508565,27093.058500569645,98.35573694243756,0.39684778423372946,0.3459115843637724,1.2152940536660604,0.010253142559230724,0.08231923322000366,0.07353655439156222
2004-09-01,2.1308908462524414,0.1313133934445161,6003.260572258106,2.981,18199.87053395809,18.050857312568603,47.33952583333333,27029.741111535674,98.08637453469638,0.39684778423372946,0.3459115843637724,1.2152940536660604,0.010253142559230724,0.08231923322000366,0.07353655439156222
2004-10-01,2.267603635787964,0.120218792820011,5994.771749947042,2.97,18388.282908620746,18.15632096434056,49.445926944444444,2368.3212080494177,97.8356659809799,0.42216103026788204,0.365515154685673,1.215524936710985,0.010836485178995514,0.07958923388160788,0.08482716157973437
2004-11-01,2.4604735374450684,0.120218792820011,6078.052827596818,2.945,18719.6627167419,17.940120478208048,54.12966367109635,2396.8623874199902,100.1319466812214,0.42216103026788204,0.365515154685673,1.215524936710985,0.010836485178995514,0.07958923388160788,0.08482716157973437
2004-12-01,2.4290642738342285,0.120218792820011,6093.284068776388,2.979,19309.877303829155,18.09680933226924,52.02523554544005,2376.1094682765297,101.67895479099536,0.42216103026788204,0.365515154685673,1.215524936710985,0.010836485178995514,0.07958923388160788,0.08482716157973437
2005-01-01,2.351555824279785,0.1291846311664872,6147.332121091354,2.924,19840.812045573748,17.923547618643884,56.81255541666666,23157.803847283496,98.473359529179,0.43650038492478827,0.3644425067935358,1.116002495080846,0.00227193437768569,0.11973604717454753,0.10056925996204934
2005-02-01,2.3869128227233887,0.1291846311664872,6085.689266147873,2.938,20526.33895275811,18.114135503631775,55.97143191777042,22914.149003510614,96.11886613343404,0.43650038492478827,0.3644425067935358,1.116002495080846,0.00227193437768569,0.11973604717454753,0.10056925996204934
2005-03-01,2.8000478744506836,0.1291846311664872,6029.0597291859685,2.917,20741.36449414171,18.471205296059683,58.40804389950166,22471.191963230678,110.65642586719524,0.43650038492478827,0.3644425067935358,1.116002495080846,0.00227193437768569,0.11973604717454753,0.10056925996204934
2005-04-01,2.489285707473755,0.11964514734733,6168.650172195846,2.91,20618.344409417656,18.74089091987654,52.26922291666666,38290.068656177165,116.54519048214908,0.41017929052416996,0.3412176282100896,1.078920695421551,0.005834305717619603,0.13439419390411222,0.10252563461431606
2005-05-01,2.371204376220703,0.11964514734733,6250.6503504363955,2.883,21601.63907092108,18.72733130750586,51.411767222222224,38317.79276059435,126.66194335502726,0.41017929052416996,0.3412176282100896,1.078920695421551,0.005834305717619603,0.13439419390411222,0.10252563461431606
