nivel,anio,agrupacion,votos,share,es_oficialismo,vparty_economico,vparty_progresismo,distancia_economico_al_oficialismo,distancia_progresismo_al_oficialismo,distancia_euclidea_al_oficialismo
municipal,2021,AVANZA LIBERTAD,27798,6.997132982780277,False,2.641,-1.26,1.24,-1.119,1.6702577645381567
municipal,2021,FRENTE VAMOS CON VOS,17820,4.485535281428323,False,0.325,-0.492,-1.076,-0.351,1.1318025446163302
nacional,2023,UNION POR LA PATRIA,171174,39.90935097818408,True,-0.465,1.069,0.0,0.0,0.0
nacional,2023,JUNTOS POR EL CAMBIO,129295,30.145229618542015,False,1.401,-0.1415,1.866,-1.2105,2.2242450966563916
nacional,2023,LA LIBERTAD AVANZA,97324,22.691166150237695,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
nacional,2023,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,16797,3.9162335890997353,False,-1.991,2.325,-1.526,1.2560000000000002,1.9764139242577707
nacional,2023,HACEMOS POR NUESTRO PAIS,14317,3.3380196639364708,False,0.325,-0.492,0.79,-1.561,1.7495202199460285
provincial,2023,UNION POR LA PATRIA,181231,42.28461168740871,True,-0.465,1.069,0.0,0.0,0.0
provincial,2023,JUNTOS POR EL CAMBIO,140137,32.69660614375242,False,1.401,-0.1415,1.866,-1.2105,2.2242450966563916
provincial,2023,LA LIBERTAD AVANZA,88716,20.699116654767405,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
provincial,2023,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,18514,4.319665514071461,False,-1.991,2.325,-1.526,1.2560000000000002,1.9764139242577707
municipal,2023,UNION POR LA PATRIA,162268,38.33757421543681,False,-0.465,1.069,-1.866,1.2105,2.2242450966563916
municipal,2023,JUNTOS POR EL CAMBIO,161412,38.13533493518184,True,1.401,-0.1415,0.0,0.0,0.0
municipal,2023,LA LIBERTAD AVANZA,78189,18.472998929738388,False,2.641,-1.26,1.24,-1.1185,1.6699228275582079
municipal,2023,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21392,5.054091919642962,False,-1.991,2.325,-3.3920000000000003,2.4665000000000004,4.193958303321577
nacional,2025,ALIANZA LA LIBERTAD AVANZA,173880,44.146433730840805,True,2.641,-1.26,0.0,0.0,0.0
nacional,2025,ALIANZA FUERZA PATRIA,153163,38.88658977177807,False,-0.465,1.069,-3.106,2.3289999999999997,3.882200020606872
nacional,2025,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21472,5.451531085050689,False,-1.991,2.325,-4.632,3.585,5.857273171024209
nacional,2025,ALIANZA PROVINCIAS UNIDAS,12296,3.1218343061560767,False,0.325,-0.492,-2.316,0.768,2.4400163933875527
nacional,2025,PROPUESTA FEDERAL PARA EL CAMBIO,9361,2.376666472017488,False,1.41,-0.092,-1.231,1.168,1.696933999895105
provincial,2025,ALIANZA FUERZA PATRIA,173952,44.15641777405475,True,-0.465,1.069,0.0,0.0,0.0
provincial,2025,ALIANZA LA LIBERTAD AVANZA,144143,36.58962545533006,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
provincial,2025,FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,21806,5.5352904593280785,False,-1.991,2.325,-1.526,1.2560000000000002,1.9764139242577707
provincial,2025,ALIANZA SOMOS BUENOS AIRES,20724,5.260632829455888,False,0.325,0.533,0.79,-0.5359999999999999,0.9546706238279253
provincial,2025,PARTIDO LIBERTARIO,10115,2.5676173069844777,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
municipal,2025,ALIANZA FUERZA PATRIA,172684,43.71304171729445,True,-0.465,1.069,0.0,0.0,0.0
municipal,2025,ALIANZA LA LIBERTAD AVANZA,143670,36.36846901579587,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
municipal,2025,FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,23160,5.8626974483596594,False,-1.991,2.325,-1.526,1.2560000000000002,1.9764139242577707
municipal,2025,ALIANZA SOMOS BUENOS AIRES,20829,5.272630619684083,False,0.325,0.533,0.79,-0.5359999999999999,0.9546706238279253
municipal,2025,PARTIDO LIBERTARIO,10068,2.548602673147023,False,2.641,-1.26,3.106,-2.3289999999999997,3.882200020606872
