fecha,ipc_facpce
2021-02-01,415.8595
2021-03-01,435.8657
2021-04-01,453.6503
2021-05-01,468.725
2021-06-01,483.6049
2021-07-01,498.0987
2021-08-01,510.3942
2021-09-01,528.4968
2021-10-01,547.0802
2021-11-01,560.9184
2021-12-01,582.4575
2022-01-01,605.0317
2022-02-01,633.4341
2022-03-01,676.0566
2022-04-01,716.9399
2022-05-01,753.147
2022-06-01,793.0278
2022-07-01,851.761
2022-08-01,911.1316
2022-09-01,967.3076
2022-10-01,1028.706
2022-11-01,1079.2787
2022-12-01,1134.5875
2023-01-01,1202.979
2023-02-01,1282.7091
2023-03-01,1381.1601
2023-04-01,1497.2147
2023-05-01,1613.5895
2023-06-01,1709.6115
2023-07-01,1818.0838
2023-08-01,2044.2832
2023-09-01,2304.9242
2023-10-01,2496.273
2023-11-01,2816.0628
2023-12-01,3533.1922
2024-01-01,4261.5324
2024-02-01,4825.7881
2024-03-01,5357.0929
2024-04-01,5830.2271
2024-05-01,6073.7165
2024-06-01,6351.7145
2024-07-01,6607.7479
2024-08-01,6883.4412
2024-09-01,7122.2421
2024-10-01,7313.9542
2024-11-01,7491.4314
2024-12-01,7694.0075
2025-01-01,7864.1257
2025-02-01,8052.9927
2025-03-01,8353.3158
2025-04-01,8585.6078
2025-05-01,8714.4871
2025-06-01,8855.5681
2025-07-01,9023.973
2025-08-01,9193.2441
2025-09-01,9384.0922
2025-10-01,9603.8623
2025-11-01,9841.3581
2025-12-01,10121.3715
2026-01-01,10413.0309
2026-02-01,10714.6255
2026-03-01,11077.0608
2026-04-01,11363.0904
2026-05-01,11607.3937
2026-06-01,11826.4103
2026-07-01,12076.3937
2026-08-01,12276.766
2026-09-01,
